ID,タイトル,公開日,カテゴリ,トピック,人事区分,JA名,人事異動の発効日,都道府県,全国連人事,サムネイル,記事本文へのサムネイル表示について,概要,内容,ページ
241031-77388,【役員人事】農林中金全共連アセットマネジメント（10月30日付）,202410310721,JAの人事,,,,,,,jinji/images/jinj20062913.jpg,,農林中金全共連アセットマネジメントは、10月30日付の役員人事を発表した。,,"<p>【新任】<br /> ▽監査役　塚本英巨（アンダーソン・毛利・友常 法律事務所 外国法共同事業 パートナー弁護士）</p>
<p>※敬称略</p>"
241031-77402,【役員人事】井関農機（11月1日付）,202410310852,JAの人事,,,,,,,jinji/images/b6ecc311f0a1d265f7987cc13b5cfeb0.jpg,,"井関農機株式会社は、11月1日付の役員人事を発表した。
",,"<p><span style=""color: #339900; font-size: 14pt;""><strong>1.幹部人事(2024年11月1日付)</strong></span><br /> ▽海外営業本部 欧州営業部副部長（ヰセキヨーロッパ有限会社 代表取締役社長 兼 ヰセキドイツ有限会社 代表取締役）福田隆臣</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>2.関係会社人事(2024年11月1日付)</strong></span><br /> ▽ヰセキヨーロッパ有限会社 代表取締役社長 兼 ヰセキドイツ有限会社 代表取締役（ヰセキヨーロッパ有限会社　代表取締役副社長）太田宙也</p>
<p>敬称略<br /> カッコ内は旧職</p>"
241105-77462,【人事異動】J-オイルミルズ（11月1日付）,202411051026,JAの人事,,,,,,,jinji/images/57eaacbbee4dca327f8cef8470326aaf.jpg,,J-オイルミルズは、11月1日付の人事異動を発表した。,,"<p>【異動】<br /> ▽人事部長（株式会社J-パック代表取締役社長）宮坂新治</p>
<p>▽株式会社J-パック代表取締役社長（R&amp;D・生産本部 生産戦略部）福井和也</p>
<p>※敬称略</p>"
241106-77492,【ＪＡ人事】ＪＡ上伊那（長野県）西村篝組合長を再任（5月24日）,202411061024,JAの人事,単協,,,,,,jinji/images/5d9331200b669d201129d54fa5253fca.jpg,,ＪＡ上伊那（長野県）は5月24日に第28回総代会を開き、役員の改選を行った。西村　篝組合長が再任された。,,<p>【ＪＡ上伊那　役員】<br />（敬称略）<br />▽代表理事組合長　西村篝<br />▽代表理事専務理事　下島芳幸<br />▽常務理事（営農・経済担当）白鳥健一<br />▽常務理事（金融・共済担当）福澤一成（新任）<br />▽代表監事　原孝一<br />▽常勤監事　春日俊朗</p>
241112-77609,【人事異動】農水省（11月11日付）,202411121400,JAの人事,農水省,,,,,,jinji/images/ad7a7f33d9a4f7033ef2b0802e71196c_1.jpg,,農林水産省は11月11日、同日付の人事異動を発表した。,,"<p>▽大臣官房サイバーセキュリティ・情報化審議官兼大臣官房公文書監理官（東海農政局次長）伊藤優志</p>
<p>▽大臣官房付農林水産大臣秘書官事務取扱（大臣官房サイバーセキュリティ・情報化審議官兼大臣官房公文書監理官）三野敏克</p>
<p>▽農林水産大臣秘書官事務取扱（大臣官房付）石丸浩太郎</p>
<p>▽大臣官房政策課企画官（農林水産大臣秘書官）大本裕一</p>"
241112-77617,【役員人事】クボタ（2025年1月1日付）,202411121109,JAの人事,,,,,,,jinji/images/0a7c711dbbeb18fed0e52122c62a2a4e.jpg,,株式会社クボタは、2025年1月1日付の経営体制変更に伴い、さらなる経営基盤の強化・企業価値の向上を図るため、2024年11月8日開催の取締役会において、代表取締役の異動について決議した。,,"<p class=""imgRight""><a href=""https://www.jacom.or.jp/jinji/images/47b874674a55c151ca11e31f66bafbfd_1.jpg""><img alt=""花田晋吾代表取締役副社長執行役員"" src=""https://www.jacom.or.jp/jinji/assets_c/2024/11/47b874674a55c151ca11e31f66bafbfd_1-thumb-autox320-54650.jpg"" width=""300"" height=""320"" /></a><span class=""imgRight__cap"" style=""color: #808080; font-size: 14px; display: block; text-align: center;"">花田晋吾代表取締役副社長執行役員</span></p>
<p>▽取締役（代表取締役副社長執行役員）吉川正人<br />▽代表取締役副社長執行役員（取締役専務執行役員）花田晋吾</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【花田氏略歴】</strong></span><br />2023年3月　同社取締役常務執行役員<br />2024年1月　同取締役専務執行役員（現在）、機械統括本部長（現在）、企画本部副本部長（現在）、イノベーションセンター副所長（現在）</p>"
241118-77733,【ＪＡ人事】ＪＡいわて平泉（岩手県）新代表理事組合長に佐藤一則氏（5月24日）,202411181330,JAの人事,"単協,岩手県",,,,岩手県,,jinji/images/475b8aebdadb3939080bc64d47a0b8ac.jpg,,ＪＡいわて平泉（岩手県）は5月24日に総代会を開き、役員の改選を行った。佐藤一則組合長が選任された。,,"<p><span style=""color: #339900; font-size: 14pt;""></span></p>
<p class=""imgRight""><img alt=""佐藤一則組合長_3.jpg"" src=""https://www.jacom.or.jp/jinji/images/e83ac6995cad8e781be4f9bcf094b95f.jpg"" width=""256"" height=""300"" /><span class=""imgRight__cap"" style=""color: #808080; font-size: 14px; display: block; text-align: center;"">佐藤一則組合長</span></p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【ＪＡいわて平泉役員】（敬称略）</strong></span></p>
<p>▽代表理事組合長　佐藤一則（新任）<br />▽代表理事専務　那須元一（新任）<br />▽常務理事　髙橋敬之<br />▽代表監事　小原宏（新任）<br />▽常勤監事　佐々木章（新任）</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【新組合長略歴】</strong></span><br />平成30年5月　理事就任<br />令和3年5月　代表理事専務就任</p>"
241121-77810,【人事異動】ＪＡ全農（2025年1月1日付）,202411210732,JAの人事,,,,,,,,,,,"<p>★カテゴリ<br /> 人事</p>
<p>★タグ</p>
<p><br /> （タイトル）<br /> 【人事異動】ＪＡ全農（2025年1月1日付）</p>
<p>（リード）<br /> ＪＡ全農、2025年1月1日付の人事異動を発表した。</p>
<p>（本文）<br /> 【異動】<br /> ▽本所 総務人事部 出向 協友アグリ株式会社（本所 耕種総合対策部）山田正和</p>
<p>▽本所 耕種総合対策部　部長（本所 耕種資材部）鈴木富隆</p>
<p>※敬称略</p>
<p>（写真）<br /> ※サムネ用素材画像から使ってください。</p>
<p><br /> ★参照元★<br /> PDF</p>
<p>★問い合わせ先のメールアドレス</p>"
241121-77811,【人事異動】ＪＡ全農（2025年1月1日付）,202411211523,JAの人事,,,,,,,jinji/images/3954a02be2ddb5547b7734aed7145170.jpg,,ＪＡ全農は11月20日、2025年1月1日付の人事異動を発表した。,,<p>▽総務人事部出向　協友アグリ株式会社（耕種総合対策部部長）山田正和<br />▽耕種総合対策部部長（耕種資材部次長）鈴木富隆</p>
241121-77826,【役員人事】協友アグリ（1月29日付）,202411211113,JAの人事,,,,,,,jinji/images/6510c381db22ed162cefd86f03812d5c.jpg,,協友アグリ株式会社は、11月20日に開催した取締役会において、任期満了に伴う第94期取締役候補者を内定したと発表した。候補者は、2025年1月29日開催予定の第93期定時株主総会で正式に選任され就退任の予定。また、新たな役職については株主総会終了後の取締役会で正式決定する予定。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【取締役候補者】</strong></span><br /> ▽代表取締役社長 （全国農業協同組合連合会 耕種総合対策部 部長）山田 正和　＜新任＞<br /> ▽代表取締役副社長 （取締役法務コンプライアンス部長）大塚 隆史　＜昇任＞<br /> ▽常務取締役 （常務取締役 普及営業部担当・担い手推進対策室統括）宗和弘<br /> ▽常務取締役 （執行役員 普及営業部担当）牛山昌彦　＜新任＞ <br /> ▽取締役（住友化学株式会社 常務執行役員アグロ事業部担当）藤本博明　※非常勤<br /> ▽取締役（全国農業協同組合連合会 耕種資材部 次長）秋森 吉樹　※非常勤<br /> ▽取締役（石原産業株式会社 バイオサイエンス事業本部 サプライチェーン部長）上田学史　※非常勤<br /> ▽取締役（日産化学株式会社 執行役員 農業化学品事業部副事業部長 兼 同営業本部長）小松 英司　※非常勤</p>
<p>※カッコ内は現在の所属職位・担当等 <br /> ※山田正和氏は１月１日付で同社執行役員に就任。</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>【退任】</strong></span><br /> ▽代表取締役社長　安藤敏<br /> ▽代表取締役副社長　園田正則<br /> ▽常務取締役 開発マーケティング部長　氏家敬</p>
<p>※役職は現在の所属職位・担当等</p>
<p>敬称略</p>"
241125-77864,【人事異動】デンカ（2025年1月1日付）,202411250715,JAの人事,,,,,,,jinji/images/97bca9b76c0852cb0286bcc48b541691.jpg,,デンカは、2025年1月1日付の人事異動を発表した。,,"<p>【異動】<br /> ▽経理部経理部課長（Denka Performance Elastomer LLC）斉藤右</p>
<p>※敬称略</p>"
241125-77876,【人事異動】北興化学工業株式会社（12月1日付）,202411250857,JAの人事,,,,,,,jinji/images/13f406134104483f9beb9ce0ebf02cc3.jpg,,北興化学工業株式会社は、12月1日付の人事異動を発表した。,,"<p>▽岡山工場次長環境安全チーム担当　兼　企画部環境安全チーム審議役（岡山工場　審議役　兼　企画部　環境安全チーム　審議役）岡田浩司<br />▽開発研究所　次長　兼　安全性研究部長（開発研究所 安全性研究部長）高井紀行（※「高」は正式には異体字）<br />▽岡山工場品質保証チームマネージャー（岡山工場　品質保証チーム副参事）沖田洋行<br />▽岡山工場品質検査チームマネージャー（岡山工場　品質保証チームマネージャー）矢吹秀彦</p>
<p>（敬称略）<br />※括弧内は旧職</p>"
241127-77934,【人事異動】全酪連（11月26日付）,202411271015,JAの人事,,,,,,,jinji/images/0d9c11508c7fcc4abb6babc3cff68dac_2.jpg,,全国酪農業協同組合連合会は11月26日、臨時総会で代表理事専務の退任に伴う役員の補欠選任等を行い、終了後の理事会で専務理事1人を選任した。,,"<p>【新任】<br />▽専務理事　熊谷法夫（実務精通役員）</p>
<p>※敬称略</p>"
241128-77959,【役員人事】朝日アグリア（12月1日付）,202411280849,JAの人事,,,,,,,jinji/images/c5fb2ae8efcd65b9dae9d9e46ceb87ce.jpg,,"朝日アグリア株式会社は、12月1日付の役員人事を発表した。
",,"<p>▽常務執行役員 事業戦略部長 兼 購買部 牧草部管掌（常務執行役員 事業戦略部 購買部 牧草部管掌）久保善彦</p>
<p>敬称略<br /> カッコ内は旧役職</p>"
241129-77992,【役員人事】ＪＡ全農くみあい飼料株式会社（11月19日付）,202411291300,JAの人事,,,,,,,jinji/images/59ff4290d0da8d976e824b6e189d6cda.jpg,,ＪＡ全農くみあい飼料株式会社は、11月19日に第4回臨時株主総会ならびに取締役会を開催し、下記のとおり役員体制を決定した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【役員人事】</strong></span><br />▽会長　※非常勤　八木岡努<br />▽代表取締役社長　遠藤充史（前代表取締役副社長）<br />▽代表取締役副社長　小林茂雄<br />▽常務取締役　冨永浩二（管理・業務担当）<br />▽常務取締役　浦田克博（北日本事業本部担当）<br />▽常務取締役　末川正彦〈新任〉（東日本事業本部担当）<br />▽常務取締役　神野正二（西日本事業本部担当）<br />▽常務取締役　谷清司（北九州事業本部担当）<br />▽取締役　※非常勤　乙部輝雄<br />▽取締役　※非常勤　伊藤清孝<br />▽取締役　※非常勤　佐野和夫<br />▽取締役　※非常勤　林康夫<br />▽取締役　※非常勤　松元善一<br />▽取締役　※非常勤　伊藤能徳<br />▽取締役　※非常勤　中澤昭<br />▽取締役　※非常勤　平野和実<br />▽取締役　※非常勤　竹村敬三<br />▽取締役　※非常勤　中川泰宏<br />▽取締役　※非常勤　石川寿樹<br />▽取締役　※非常勤　青江伯夫<br />▽取締役　※非常勤　佐々木伸夫<br />▽取締役　※非常勤　乗富幸雄<br />▽取締役　※非常勤　真壁正二郎〈新任〉<br />▽取締役　※非常勤　丁道夫<br />▽取締役　※非常勤　富所真一<br />▽監査役　※非常勤　神農佳人<br />▽監査役　※非常勤　吉見一弥<br />▽監査役　北里清和<br />▽監査役　光石行久<br />▽監査役　関口正次</p>
<p>※敬称略</p>"
241211-78247,【人事異動】アグロ カネショウ（1月1日付）,202412110812,JAの人事,,,,,,,jinji/images/d05560fe16b9922c6d1274094be017ac.jpg,,"アグロ カネショウ株式会社は、2025年1月1日付の人事異動を公表した。
",,<p>▽経営企画本部 副本部長（経営企画本部 人事総務部長）渡辺みほ<br /> ▽営業本部 営業部長（営業本部 営業部 東北支店長 兼 北東北営業所長）齋藤達也<br /> ▽経営企画本部 人事総務部長（経営企画本部 人事総務部 次長 ）山本晶子<br /> ▽生産本部 SCM部長（生産本部 品質保証部長 ）永井秀昭<br /> ▽生産本部 生産技術部長（生産本部 品質保証部 工程品質管理課長）峠道明</p>
241211-78248,機構変更及び人事異動　アース製薬,202412110849,JAの人事,,,,,,,jinji/images/6b42fafc00ad4bf9af529f78ff46d09c.jpg,,アース製薬株式会社は、12月10日開催の取締役会において、機構変更及び人事異動について、下記のとおり決議した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>1.機構の変更（2025年1月1日付）</strong></span><br /><span style=""color: #339900;""><strong>○CEO特命コーポレート戦略室の新設</strong></span><br />・各部署にて実施していた社長直轄業務を集約し、CEOの考え方や指示をよりスピーディかつ的確に業務へ反映していくことを目的に新設し、「コーポレート戦略部」と 「PR戦略部」で構成する。<br />・コーポレート戦略部は周年事業等、全社として取り組むコーポレートPR関連業務等を推進する。また、経営戦略本部内にある広報室を同室内に編入し、PR戦略部とする。<br /><span style=""color: #339900;""><strong>○経営戦略部の再編</strong></span><br />・経営戦略本部を「経営統括本部」へ名称変更した上で、同本部内に属する経営戦略部を「経営企画部」と「経営管理部」に再編する。<br />・中期経営計画の立案・推進、M&amp;A、アライアンス、各種プロジェクト等の戦略策定と推進をリードする経営企画部と、予実・収益管理、IR、エクイティ施策等を推進する経営管理部に再編し、両部の役割を明確にする。<br /><span style=""color: #339900;""><strong>○情報システム部の再編</strong></span><br />・組織の専門性を高め、今後の技術の高度化に効率的かつ効果的に対応すること、社内IT環境を安定運用し、セキュリティリスクを最小限に抑え、信頼性の高いシステムを維持することを目的に、「ITインフラ・セキュリティ管理室」を設置し、組織強化を図る。<br /><span style=""color: #339900;""><strong>○グローバルSCM本部の再編</strong></span><br />・同本部内の役割と責任を明確にし、未来型のSCMモデルへと変化させるため、SCM部を廃止し、「プランニング部」と「ロジスティクス部」を新設する。<br />・プランニング部は需給管理全てに関する責任を担う一方で、ロジスティクス部は物流全てに関する責任を担う。<br /><span style=""color: #339900;""><strong>○チャネルブランド戦略室の再編チャネルブランド戦略室の再編</strong></span><br />・従来チャネル軸にて行っていた業務を業務軸へシフトさせ従来チャネル軸にて行っていた業務を業務軸へシフトさせ、業務の専門性の向上と効率、業務の専門性の向上と効率化を図ることを目的に、化を図ることを目的に、チャネル戦略事業本部内に属するチャネルマーケティング部チャネル戦略事業本部内に属するチャネルマーケティング部チャネルブランド戦略室配下の組織を「プロダクト戦略課」と「ブランドプロデュース課」に再編する。</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>2.役員の異動（2025年1月1日付）</strong></span><br />▽常務執行役員　社長特命全社横断戦略担当　兼　CEO特命コーポレート　戦略室担当（常務執行役員　社長特命全社横断戦略担当）貴島浩史<br />▽執行役員　新価値創造本部本部長　兼　コミュニケーションデザイン部部長（執行役員　新価値創造本部本部長）川口美香子<br />▽執行役員　グローバルSCM本部ロジスティクス部部長（執行役員　グローバルSCM本部SCM部部長）北村浩二</p>
<p><span style=""color: #339900; font-size: 14pt;""><strong>3.その他の重要人事異動（2025年1月1日付）</strong></span><br />▽CEO　特命コーポレート戦略室室長（新価値創造本部コミュニケーションデザイン部部長）小泉ユミ<br />▽CEO　特命コーポレート戦略室コーポレート戦略部部長（新価値創造本部業務推進室室長）田中亮<br />▽CEO　特命コーポレート戦略室PR戦略部部長（経営戦略本部広報室室長）山本修嗣<br />▽経営統括本部経営企画部部長（経営戦略本部経営戦略部部長）早川毅<br />▽経営統括本部経営管理部部長（経営戦略本部経営戦略部次長）山本壮平<br />▽グローバルSCM本部プランニング部部長（グローバルSCM本部部長待遇）佐藤雄</p>"
241213-78319,【人事異動】ＪＡ全農（2025年1月29日付）,202412131600,JAの人事,,,,,,,jinji/images/3954a02be2ddb5547b7734aed7145170.jpg,,ＪＡ全農は、2025年1月29日付の人事異動を発表した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong> 【異動】</strong></span><br /> ▽本所経営企画部　地区担当部長（本所総務人事部人事課出向　ＪＡ全農インターナショナル株式会社）高坂信之</p>
<p>※敬称略</p>"
241213-78320,【人事異動】ＪＡ全農（2025年3月17日付）,202412131600,JAの人事,,,,,,,jinji/images/3954a02be2ddb5547b7734aed7145170.jpg,,ＪＡ全農は、2025年3月17日付の人事異動を発表した。,,"<p><span style=""font-size: 14pt; color: #339900;""><strong>【異動】</strong></span><br /> ▽本所総務人事部人事課出向　全農アメリカ株式会社（本所耕種資材部東日本営農資材事業所　事業所長）高須博幸</p>
<p>※敬称略</p>"
241213-78321,【人事異動】ＪＡ全農（2025年4月1日付）,202412131600,JAの人事,,,,,,,jinji/images/3954a02be2ddb5547b7734aed7145170.jpg,,ＪＡ全農は、2025年4月1日付の人事異動を発表した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong>【異動】</strong></span><br /> ▽本所総務人事部人事課出向　全農グレイン株式会社（本所畜産生産部　次長）井上伸</p>
<p>※敬称略</p>"
241213-78323,【人事異動】ＪＡ全中（2025年1月1日付）,202412131647,JAの人事,,,,,,,jinji/images/kyosairen1600_1.jpg,,ＪＡ全中は12月13日、2025年1月1日付の人事異動を発表した。,,"<p>▽営農・担い手支援部営農企画課課長（農政部農政課）高塚明宏</p>
<p>▽営農・担い手支援部部長（営農担い手支援部部長兼営農企画課課長）元広雅樹</p>
<p><span>※敬称略</span></p>"
241213-78324,【人事異動】ＪＡ全中（11月26日付）,202412131647,JAの人事,,,,,,,jinji/images/JA1600_1.jpg,,ＪＡ全中は12月13日、11月26日付の人事異動を発表した。,,"<p>▽ＪＡ経営対策部部長兼経営基盤強化対策課課長（ＪＡ経営対策部部長）熊田真也</p>
<p>▽総務企画部総務企画課担当課長（ＪＡ経営対策部経営基盤強化対策課課長）山田剛之</p>
<p><span>※敬称略</span></p>"
241216-78329,【人事異動】ＪＡ三井リース株式会社（12月31日付）,202412160711,JAの人事,,,,,,,jinji/images/f791ad20de6a5e611c2c44c5d9d066a7.jpg,,ＪＡ三井リース株式会社は、12月31日付の人事異動を発表した。,,"<p>【退任】<br /> ▽中島隆博　取締役専務執行役員</p>
<p>※敬称略</p>"
241217-78377,【人事異動】クボタ（2025年1月1日付）,202412171004,JAの人事,,,,,,,jinji/images/0a7c711dbbeb18fed0e52122c62a2a4e_2.jpg,,クボタは、2025年1月1日付の人事異動を発表した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong> 【異動】</strong></span><br /> <strong>＜機械事業本部＞</strong><br /> ▽精密機器事業ユニット副ユニット長（クボタブラベンダーテクノロジーGmbh社長）斉木英樹<br /> ▽機械グローバル人財戦略部長　アレックスシケンズ<br /> ▽機械人財部長　村上悟</p>
<p><strong>＜トラクタ事業部＞</strong><br /> ▽トラクタ技術企画部長（トラクタ第四事業推進部長）吉井伸幸<br /> ▽兼トラクタ第四事業推進部長（継続：トラクタ第四事業ユニット長）川添勝<br /> ▽堺製造所生産技術部長（堺製造所生産技術第一部長）宮崎貴弘<br /> ▽堺製造所KPS推進部長（堺製造所生産技術第二部長）津戸潤一<br /> ▽堺製造所生産管理部長 （生産管理統括部長）木村雅彦<br /> ▽筑波工場トラクタ製造部長　内田佳秀<br /> ▽筑波工場機械加工部長　上野弘巳<br /> ▽筑波工場KPS推進部長（継続：筑波工場副工場長）腰高将彦</p>
<p><strong>＜エンジン事業部＞</strong><br /> ▽エンジン品質保証部長（クボタエンジン（タイランド）Co.,Ltd.社長）青木磯太郎<br /> ▽エンジン品質保証部（久保田発動機（無錫）有限公司総経理）小倉和彦<br /> ▽堺臨海工場長兼エンジン生産技術部長（堺製造所臨海エンジン製造部長）吉田和也<br /> ▽機械鋳物製造部長兼堺臨海工場副工場長（堺製造所機械鋳物製造部長）兼　恩加島事業センター所長　重田正和<br /> ▽エンジン製造第一部長　信藤喜彰<br /> ▽エンジン製造第二部長　鍛治誠一<br /> ▽堺臨海工場業務部長　済木聡<br /> ▽筑波工場エンジン製造部長　中田和伸</p>
<p><strong>＜建設機械事業部＞</strong><br /> ▽建設機械KPS推進部長（枚方製造所生産技術部長）定住純<br /> ▽建設機械製造部長（建設機械製造第二部長）岡田文宏<br /> ▽建設機械生産技術部長（建設機械製造第一部長）松尾学</p>
<p><strong>＜カスタマーソリューション事業部＞</strong><br /> ▽アグリソリューション事業企画推進部長（カスタマーソリューション事業推進部長）利根川卓也<br /> ▽部品事業企画推進部長　藤野誠一<br /> ▽部品営業推進部長（部品営業第一部長兼部品営業第二部長）嶋田博<br /> ▽カスタマーソリューション事業推進部長（カスタマーソリューション管理部長）宮垣徹</p>
<p><strong>＜農機国内本部＞</strong><br /> ▽系統推進部長　廣兼以斉<br /> ▽農機国内企画推進部長（農機国内企画部長）横溝敏久<br /> ▽農機国内アフターマーケット事業推進部長（農機国内サービス・部品推進部長）高本泰隆<br /> ▽農機国内事業推進部長（国内農機事業推進部長）奥野政一</p>
<p><strong>＜研究開発本部＞</strong><br /> ▽研究開発統括部（研究開発業務部長）後藤義昭</p>
<p><strong>＜製造統括本部＞</strong><br /> ▽製造企画推進部長　堂元慎介<br /> ▽機械生産技術部長（生産技術統括部長）浅野克典<br /> ▽生産管理統括部長（堺製造所生産管理部長）石井達人</p>
<p><strong>＜水環境総合研究所＞</strong><br /> ▽水環境総合研究所長（水環境総合研究ユニット長）兼品泰宏</p>
<p><strong>＜水環境統括本部＞</strong><br /> ▽水環境ビジネス企画部長　松本賢<br /> ▽水環境統括部長（水環境総括部長）林豊<br /> ▽兼阪神総務部長（本社阪神事務所業務部長）本社阪神事務所長　萬谷剛<br /> ▽水環境BPI推進第一部長（水環境BPI推進部長）豊島康弘<br /> ▽水環境BPI推進第二部長　諸橋長生</p>
<p><strong>＜環境事業部＞</strong><br /> ▽環境プラント品質保証部長　伊能二郎<br /> ▽水循環プラント設計部長 （環境プラント品質保証部長）西久保恭太<br /> ▽水循環機器設計開発部長　渡辺桂史<br /> ▽資源循環事業推進部長　曽根渉<br /> ▽焼却リサイクル建築設計部長（環境プラント建築設計部長）竹田智征</p>
<p><strong>＜産業機材事業部＞</strong><br /> ▽鋼管事業ユニット長（市川工場長）昇健次<br /> ▽産業機材事業推進部長　境和彦<br /> ▽市川工場長　荒川弘理</p>
<p><strong>＜モノづくり本部＞</strong><br /> ▽モノづくり本部副本部長兼生産技術統括部長（生産技術本部副本部長）礒永毅</p>
<p><strong>＜KESG推進ユニット＞</strong><br /> ▽KESG推進ユニット長（KESG推進部長兼秘書広報部長）兼　社長室長　習田勝之<br /> ▽KESG推進部長　猪野陽一<br /> ▽秘書部長　鈴木いづみ</p>
<p><strong>＜コンプライアンス本部＞</strong><br /> ▽法務部長　砂長谷卓也<br /> ▽東京本社法務審査部長 （法務部長）塚本洋樹</p>
<p><strong>＜その他＞</strong><br /> ▽サイアムクボタコーポレーションCo.,Ltd.出向（調達本部副本部長）福本圭吾<br /> ▽クボタノースアメリカコーポレーション出向（トラクタ技術企画部長）元木理<br /> ▽クボタエンジン（タイランド）Co.,Ltd.社長（エンジン品質保証部長）松川英次<br /> ▽久保田発動機（無錫）有限公司総経理（堺製造所エンジン製造部長）木村有宏<br /> ▽株式会社南九州沖縄クボタ出向（系統推進部長）安田哲範<br /> ▽株式会社クボタ建設社長（鋼管事業ユニット長）麻生川学<br /> ▽クボタ空調株式会社出向（産業機材事業推進部長）前田修身<br /> ▽クボタインクルージョンワークス株式会社出向（クボタサンベジファーム株式会社社長）和田季弘</p>
<p>※敬称略</p>"
241217-78378,【役員人事】クボタ（2025年1月1日付）,202412171005,JAの人事,,,,,,,jinji/images/0a7c711dbbeb18fed0e52122c62a2a4e_2.jpg,,クボタは、2025年1月1日付の役員人事を発表した。,,"<p><span style=""color: #339900; font-size: 14pt;""><strong> 【異動】</strong></span><br /> ▽イノベーションセンター副所長（トラクタ技術統括ユニット長）（継続：常務執行役員　トラクタ事業部長、研究開発本部副本部長）市川信繁<br /> ▽常務執行役員　HR本部長、機械事業本部副本部長、KESG推進担当、本社事務所長（執行役員、人事・総務本部副本部長）太田旬治<br /> ▽トラクタ技術統括ユニット長（継続：エグゼクティブオフィサー　トラクタ事業部副事業部長）鈴井格仁<br /> ▽農機国内本部長（農機国内営業本部長）（継続：エグゼクティブオフィサー　クボタアグリサービス株式会社社長）鶴田慎哉</p>
<p>※敬称略</p>"
241218-78390,【人事異動】デンカ（2025年1月1日付）,202412180723,JAの人事,,,,,,,jinji/images/97bca9b76c0852cb0286bcc48b541691_1.jpg,,デンカは、2025年1月1日付の人事異動を発表した。,,"<p><span style=""color: #339900;""><strong> 【異動】</strong></span><br /> ▽青海工場　資源部技術課長（継続：青海工場資源部長）川田暢崇<br /> ▽青海工場　有機第三部ML・MCA課長（エラストマー・インフラソリューション部門／ポリマーソリューション部門有機材料研究部グループリーダー）永岡洪太</p>
<p>※敬称略</p>"
241218-78391,【人事異動】デンカ（2025年2月1日付）,202412180723,JAの人事,,,,,,,jinji/images/97bca9b76c0852cb0286bcc48b541691.jpg,,デンカは、2025年2月1日付の人事異動を発表した。,,"<p>【異動】<br /> ▽DSAM（電子・先端プロダクツ部門AB第4拠点検討プロジェクト部課長　兼　千葉工場第四製造部＜千葉工場駐在＞）廣瀬真</p>
<p>※敬称略</p>"
241218-78412,【人事異動】稲畑産業（2025年1月1日付）,202412180648,JAの人事,,,,,,,jinji/images/c46b06d72f9a041fb9141ef4ffa1d47b.jpg,,稲畑産業株式会社は12月17日に2025年1月1日付の人事異動を発表した。,,"<p>（敬称略）<br />▽アイ・アンド・ピー株式会社　社長（ＰＴ．ＩＫ　Ｐｒｅｃｉｓｉｏｎ　Ｉｎｄｏｎｅｓｉａ　社長）藤森宗一<br />▽Ｉｎａｂａｔａ　Ｅｕｒｏｐｅ　ＧｍｂＨ　社長　小林大介<br />▽ＰＴ．ＩＫ　Ｐｒｅｃｉｓｉｏｎ　Ｉｎｄｏｎｅｓｉａ　社長　野田聡志</p>
<p>【退任】<br />▽アイ・アンド・ピー株式会社　社長　藤森清武<br />▽Ｉｎａｂａｔａ　Ｅｕｒｏｐｅ　ＧｍｂＨ　社長　大場憲一</p>"
241218-78413,【役員人事】恵和（2025年3月）,202412180648,JAの人事,,,,,,,jinji/images/ee15e6b5247f24edf745ab56a2d718a9.jpg,,恵和株式会社は12月16日の取締役会で取締役候補を決めた。2025年3月開催予定の定期株主総会で正式に決める。,,<p>（敬称略）<br />▽代表取締役社長　長村惠弌<br />▽常務執行役員　藤井一将（新任）<br />▽常務上席執行役員　野口順次郎（新任）<br />▽常務取締役　川島直子<br />▽取締役執行役員　吉岡佑樹<br />▽上席執行役員　上地聡（新任）</p>
241218-78414,【役員人事】恵和　新社長に長村惠弌氏（12月16日付）,202412180648,JAの人事,,,,,,,jinji/images/ee15e6b5247f24edf745ab56a2d718a9.jpg,,恵和株式会社は12月16日の取締役会で、代表取締役社長兼ＣＯＯの足利正夫氏の辞任を受理し、代表取締役会長兼ＣＥＯの長村惠弌氏が代表取締役社長に選任された。足利氏の辞任は一身上の都合によるもの。代表取締役が1人となったため、ＣＥＯ（最高経営責任者）、ＣＯＯ（最高執行責任）は廃止した。,,"<p>（敬称略）<br />▽代表取締役社長（代表取締役会長兼ＣＥＯ）長村惠弌（新任）</p>
<p>【退任】<br />▽代表取締役社長兼ＣＯＯ　足利正夫</p>"
